Time,Pasha-In-Botero-Temp,Pasha-In_Botero-RH
2021-06-23 00:13:00,75.38,63.8
2021-06-23 00:43:00,74.84,64.2
2021-06-23 01:13:00,74.48,64.7
2021-06-23 01:43:00,74.12,65.3
2021-06-23 02:13:00,73.76,65.8
2021-06-23 02:43:00,73.4,66.3
2021-06-23 03:13:00,73.04,66.6
2021-06-23 03:43:00,72.68,66.8
2021-06-23 04:13:00,72.32,66.9
2021-06-23 04:43:00,71.78,66.9
2021-06-23 05:13:00,71.42,67.1
2021-06-23 05:43:00,71.06,67.3
2021-06-23 06:13:00,70.88,67.9
2021-06-23 06:43:00,70.34,67.7
2021-06-23 07:13:00,69.8,68
2021-06-23 07:43:00,68,62.9
2021-06-23 08:13:00,68.72,64.3
2021-06-23 08:43:00,68.9,63.5
2021-06-23 09:13:00,69.08,63.3
2021-06-23 09:43:00,78.98,66.4
2021-06-23 10:13:00,86.18,54.7
2021-06-23 10:43:00,89.24,51.3
2021-06-23 11:13:00,89.24,50
2021-06-23 11:43:00,87.44,52.6
2021-06-23 12:13:00,92.3,45.9
2021-06-23 12:43:00,86.18,54.2
2021-06-23 13:13:00,85.46,58.2
2021-06-23 13:43:00,85.1,56.9
2021-06-23 14:13:00,81.86,62.6
2021-06-23 14:43:00,83.66,60.1
2021-06-23 15:13:00,83.48,58.8
2021-06-23 15:43:00,84.2,52.8
2021-06-23 16:13:00,84.56,46.5
2021-06-23 16:43:00,84.74,42.5
2021-06-23 17:13:00,85.1,39.1
2021-06-23 17:43:00,85.28,38.3
2021-06-23 18:13:00,85.46,35
2021-06-23 18:43:00,85.82,36.5
2021-06-23 19:13:00,85.46,36.1
2021-06-23 19:43:00,84.92,39.1
2021-06-23 20:13:00,84.2,35.4
2021-06-23 20:43:00,83.66,34.3
2021-06-23 21:13:00,82.94,33.4
2021-06-23 21:43:00,82.4,32.6
2021-06-23 22:13:00,81.86,31.9
2021-06-23 22:43:00,81.32,31.1
2021-06-23 23:13:00,80.96,30.5
2021-06-23 23:43:00,80.42,29.9
2021-06-24 00:13:00,80.06,29.3
2021-06-24 00:43:00,79.7,28.8
2021-06-24 01:13:00,79.16,28.3
2021-06-24 01:43:00,78.98,27.8
2021-06-24 02:13:00,78.44,27.4
2021-06-24 02:43:00,78.08,27.1
2021-06-24 03:13:00,77.72,26.7
2021-06-24 03:43:00,77.36,26.4
2021-06-24 04:13:00,77.18,26
2021-06-24 04:43:00,76.64,25.7
2021-06-24 05:13:00,76.46,25.5
2021-06-24 05:43:00,76.28,25.2
2021-06-24 06:13:00,75.92,25
2021-06-24 06:43:00,75.74,24.7
2021-06-24 07:13:00,75.92,24.3
2021-06-24 07:43:00,76.28,23.9
2021-06-24 08:13:00,77.18,23.3
2021-06-24 08:43:00,78.08,22.7
2021-06-24 09:13:00,79.34,22
2021-06-24 09:43:00,80.6,21.4
2021-06-24 10:13:00,81.86,20.8
2021-06-24 10:43:00,82.94,20.5
2021-06-24 11:13:00,83.66,20.7
2021-06-24 11:43:00,84.56,20.7
2021-06-24 12:13:00,85.64,20.4
2021-06-24 12:43:00,86.9,20.3
2021-06-24 13:13:00,87.8,20.3
2021-06-24 13:43:00,88.34,20.4
2021-06-24 14:13:00,89.06,20.5
2021-06-24 14:43:00,89.42,20.6
2021-06-24 15:13:00,89.78,20.6
2021-06-24 15:43:00,90.14,20.8
2021-06-24 16:13:00,90.5,20.7
2021-06-24 16:43:00,90.68,21
2021-06-24 17:13:00,90.5,21.5
2021-06-24 17:43:00,90.32,21.9
2021-06-24 18:13:00,89.6,23.1
2021-06-24 18:43:00,88.88,23.7
2021-06-24 19:13:00,87.98,23.7
2021-06-24 19:43:00,87.08,24
2021-06-24 20:13:00,86.36,24.2
2021-06-24 20:43:00,85.64,24.4
2021-06-24 21:13:00,84.92,24.6
2021-06-24 21:43:00,84.2,24.7
2021-06-24 22:13:00,83.66,24.7
2021-06-24 22:43:00,82.94,24.8
2021-06-24 23:13:00,82.4,24.9
2021-06-24 23:43:00,81.86,24.9
2021-06-25 00:13:00,81.32,24.9
2021-06-25 00:43:00,80.78,24.9
2021-06-25 01:13:00,80.24,24.9
2021-06-25 01:43:00,79.7,24.9
2021-06-25 02:13:00,79.16,24.8
2021-06-25 02:43:00,78.8,24.8
2021-06-25 03:13:00,78.26,24.8
2021-06-25 03:43:00,77.9,24.7
2021-06-25 04:13:00,77.54,24.6
2021-06-25 04:43:00,77.18,24.6
2021-06-25 05:13:00,76.82,24.5
2021-06-25 05:43:00,76.46,24.5
2021-06-25 06:13:00,76.1,24.4
2021-06-25 06:43:00,75.92,24.3
2021-06-25 07:13:00,76.1,24
2021-06-25 07:43:00,76.46,23.6
2021-06-25 08:13:00,77.18,23.2
2021-06-25 08:43:00,78.26,22.7
2021-06-25 09:13:00,79.52,22
2021-06-25 09:43:00,80.78,21.4
2021-06-25 10:13:00,82.04,21
2021-06-25 10:43:00,83.3,20.6
2021-06-25 11:13:00,84.56,20.4
2021-06-25 11:43:00,85.82,20.4
2021-06-25 12:13:00,87.08,20.4
2021-06-25 12:43:00,88.16,20.5
2021-06-25 13:13:00,89.24,20.5
2021-06-25 13:43:00,90.14,20.6
2021-06-25 14:13:00,90.86,20.6
2021-06-25 14:43:00,91.58,20.8
2021-06-25 15:13:00,91.94,20.8
2021-06-25 15:43:00,92.3,20.8
2021-06-25 16:13:00,92.66,20.9
2021-06-25 16:43:00,92.66,21.3
2021-06-25 17:13:00,92.66,21.9
2021-06-25 17:43:00,92.3,22.3
2021-06-25 18:13:00,91.76,23.6
2021-06-25 18:43:00,91.22,24.4
2021-06-25 19:13:00,90.5,24.9
2021-06-25 19:43:00,89.42,25.1
2021-06-25 20:13:00,88.52,25.4
2021-06-25 20:43:00,87.98,25.6
2021-06-25 21:13:00,87.26,25.7
2021-06-25 21:43:00,86.72,25.9
2021-06-25 22:13:00,86,26
2021-06-25 22:43:00,85.46,26.1
2021-06-25 23:13:00,85.1,26.1
2021-06-25 23:43:00,84.56,26.1
2021-06-26 00:13:00,83.84,26.2
2021-06-26 00:43:00,83.3,26.2
2021-06-26 01:13:00,82.76,26.3
2021-06-26 01:43:00,82.22,26.3
2021-06-26 02:13:00,81.68,26.4
2021-06-26 02:43:00,81.14,26.4
2021-06-26 03:13:00,80.78,26.4
2021-06-26 03:43:00,80.24,26.4
2021-06-26 04:13:00,79.7,26.4
2021-06-26 04:43:00,79.16,26.3
2021-06-26 05:13:00,78.8,26.3
2021-06-26 05:43:00,78.44,26.3
2021-06-26 06:13:00,78.08,26.2
2021-06-26 06:43:00,77.72,26.1
2021-06-26 07:13:00,77.9,25.8
2021-06-26 07:43:00,78.08,25.5
2021-06-26 08:13:00,78.8,25
2021-06-26 08:43:00,79.88,24.4
2021-06-26 09:13:00,80.96,23.8
2021-06-26 09:43:00,82.4,23.1
2021-06-26 10:13:00,83.48,22.7
2021-06-26 10:43:00,84.02,22.6
2021-06-26 11:13:00,84.38,22.7
2021-06-26 11:43:00,85.28,22.5
2021-06-26 12:13:00,86.9,22.1
2021-06-26 12:43:00,88.34,21.9
2021-06-26 13:13:00,89.78,21.7
2021-06-26 13:43:00,91.22,21.5
2021-06-26 14:13:00,92.48,21.4
2021-06-26 14:43:00,93.2,21.6
2021-06-26 15:13:00,93.38,21.5
2021-06-26 15:43:00,93.02,21.8
2021-06-26 16:13:00,92.84,22
2021-06-26 16:43:00,93.2,22.2
2021-06-26 17:13:00,93.56,22.8
2021-06-26 17:43:00,93.38,23.6
2021-06-26 18:13:00,93.02,24.3
2021-06-26 18:43:00,92.48,25.4
2021-06-26 19:13:00,91.76,26
2021-06-26 19:43:00,90.68,26.3
2021-06-26 20:13:00,89.42,26.7
2021-06-26 20:43:00,88.52,27
2021-06-26 21:13:00,87.62,27.3
2021-06-26 21:43:00,86.9,27.5
2021-06-26 22:13:00,86.18,27.6
2021-06-26 22:43:00,85.46,27.8
2021-06-26 23:13:00,84.92,27.9
2021-06-26 23:43:00,84.2,27.9
2021-06-27 00:13:00,83.66,28
2021-06-27 00:43:00,83.12,28.1
2021-06-27 01:13:00,82.4,28.1
2021-06-27 01:43:00,81.86,28.1
2021-06-27 02:13:00,81.32,28.1
2021-06-27 02:43:00,80.96,28.1
2021-06-27 03:13:00,80.6,28
2021-06-27 03:43:00,80.24,27.9
2021-06-27 04:13:00,79.88,27.8
2021-06-27 04:43:00,79.52,27.7
2021-06-27 05:13:00,79.16,27.7
2021-06-27 05:43:00,78.8,27.6
2021-06-27 06:13:00,78.62,27.5
2021-06-27 06:43:00,78.62,27.3
2021-06-27 07:13:00,78.8,27
2021-06-27 07:43:00,79.16,26.6
2021-06-27 08:13:00,79.88,26.1
2021-06-27 08:43:00,80.78,25.5
2021-06-27 09:13:00,81.68,25
2021-06-27 09:43:00,82.94,24.3
2021-06-27 10:13:00,84.2,23.7
2021-06-27 10:43:00,85.28,23.4
2021-06-27 11:13:00,86.18,23.3
2021-06-27 11:43:00,87.44,23.1
2021-06-27 12:13:00,88.52,23
2021-06-27 12:43:00,89.24,23.1
2021-06-27 13:13:00,89.96,23
2021-06-27 13:43:00,90.86,22.9
2021-06-27 14:13:00,91.58,22.9
2021-06-27 14:43:00,91.76,22.8
2021-06-27 15:13:00,91.76,23
2021-06-27 15:43:00,91.94,23.3
2021-06-27 16:13:00,92.12,23.6
2021-06-27 16:43:00,92.12,23.9
2021-06-27 17:13:00,91.76,24.4
2021-06-27 17:43:00,91.58,25.3
2021-06-27 18:13:00,91.04,25.9
2021-06-27 18:43:00,90.14,26.4
2021-06-27 19:13:00,89.24,26.8
2021-06-27 19:43:00,88.34,27.2
2021-06-27 20:13:00,87.44,27.5
2021-06-27 20:43:00,86.72,27.7
2021-06-27 21:13:00,86.18,27.9
2021-06-27 21:43:00,85.64,28
2021-06-27 22:13:00,85.1,28.1
2021-06-27 22:43:00,84.56,28.3
2021-06-27 23:13:00,83.84,28.4
2021-06-27 23:43:00,83.3,28.5
2021-06-28 00:13:00,82.76,28.6
2021-06-28 00:43:00,82.22,28.6
2021-06-28 01:13:00,81.68,28.7
2021-06-28 01:43:00,81.32,28.7
2021-06-28 02:13:00,80.78,28.7
2021-06-28 02:43:00,80.42,28.7
2021-06-28 03:13:00,79.88,28.7
2021-06-28 03:43:00,79.52,28.6
2021-06-28 04:13:00,79.16,28.6
2021-06-28 04:43:00,78.8,28.6
2021-06-28 05:13:00,78.44,28.5
2021-06-28 05:43:00,78.08,28.5
2021-06-28 06:13:00,77.9,28.4
2021-06-28 06:43:00,77.54,28.3
2021-06-28 07:13:00,77.72,28
2021-06-28 07:43:00,78.08,27.6
2021-06-28 08:13:00,78.8,27.2
2021-06-28 08:43:00,79.7,26.6
2021-06-28 09:13:00,80.78,25.9
2021-06-28 09:43:00,81.86,25.3
2021-06-28 10:13:00,82.76,24.8
2021-06-28 10:43:00,83.66,24.4
2021-06-28 11:13:00,84.38,24.3
2021-06-28 11:43:00,85.28,24.2
2021-06-28 12:13:00,86,24.2
2021-06-28 12:43:00,86.9,23.9
2021-06-28 13:13:00,87.98,23.7
2021-06-28 13:43:00,88.88,23.6
2021-06-28 14:13:00,89.42,23.7
2021-06-28 14:43:00,89.96,23.8
2021-06-28 15:13:00,90.32,24
2021-06-28 15:43:00,90.68,23.9
2021-06-28 16:13:00,90.68,24
2021-06-28 16:43:00,90.68,24.4
2021-06-28 17:13:00,90.32,24.8
2021-06-28 17:43:00,89.96,25.3
2021-06-28 18:13:00,89.78,25.8
2021-06-28 18:43:00,89.24,26.4
2021-06-28 19:13:00,88.7,27
2021-06-28 19:43:00,87.98,27.1
2021-06-28 20:13:00,87.26,27.5
2021-06-28 20:43:00,86.72,27.8
2021-06-28 21:13:00,86.18,28.1
2021-06-28 21:43:00,85.64,28.3
2021-06-28 22:13:00,84.92,28.6
2021-06-28 22:43:00,84.38,28.8
2021-06-28 23:13:00,83.66,29
2021-06-28 23:43:00,83.12,29.2
2021-06-29 00:13:00,82.58,29.3
2021-06-29 00:43:00,82.04,29.4
2021-06-29 01:13:00,81.68,29.4
2021-06-29 01:43:00,81.14,29.5
2021-06-29 02:13:00,80.78,29.5
2021-06-29 02:43:00,80.24,29.6
2021-06-29 03:13:00,79.7,29.6
2021-06-29 03:43:00,79.34,29.6
2021-06-29 04:13:00,78.98,29.6
2021-06-29 04:43:00,78.44,29.6
2021-06-29 05:13:00,78.08,29.6
2021-06-29 05:43:00,77.9,29.5
2021-06-29 06:13:00,77.72,29.3
2021-06-29 06:43:00,77.72,29.2
2021-06-29 07:13:00,77.72,28.9
2021-06-29 07:43:00,78.08,28.5
2021-06-29 08:13:00,78.8,28.1
2021-06-29 08:43:00,79.52,27.4
2021-06-29 09:13:00,80.42,26.8
2021-06-29 09:43:00,81.68,26.1
