Time,M3-IN-TEMP,M3-IN-RH
2021-07-15 22:46:00,75.02,70.6
2021-07-15 23:16:00,75.02,70.8
2021-07-15 23:46:00,75.02,70.9
2021-07-16 00:16:00,75.02,71.4
2021-07-16 00:46:00,75.02,71.6
2021-07-16 01:16:00,74.12,72.7
2021-07-16 01:46:00,73.94,73.3
2021-07-16 02:16:00,73.4,74.1
2021-07-16 02:46:00,72.86,74.7
2021-07-16 03:16:00,73.22,74.5
2021-07-16 03:46:00,72.86,74.8
2021-07-16 04:16:00,72.14,75.4
2021-07-16 04:46:00,71.78,76
2021-07-16 05:16:00,71.42,76.5
2021-07-16 05:46:00,70.88,76.4
2021-07-16 06:16:00,70.34,76.6
2021-07-16 06:46:00,70.88,77.1
2021-07-16 07:16:00,73.22,76.1
2021-07-16 07:46:00,76.28,72.3
2021-07-16 08:16:00,79.52,67.3
2021-07-16 08:46:00,77.54,68.3
2021-07-16 09:16:00,77.18,69.7
2021-07-16 09:46:00,79.34,67.8
2021-07-16 10:16:00,79.52,66.4
2021-07-16 10:46:00,79.52,65.2
2021-07-16 11:16:00,80.42,63.7
2021-07-16 11:46:00,80.6,63.1
2021-07-16 12:16:00,80.96,62
2021-07-16 12:46:00,81.5,60.9
2021-07-16 13:16:00,82.94,57.5
2021-07-16 13:46:00,83.48,57.4
2021-07-16 14:16:00,83.66,55.4
2021-07-16 14:46:00,84.56,53.8
2021-07-16 15:16:00,85.28,53
2021-07-16 15:46:00,84.92,53.8
2021-07-16 16:16:00,85.1,54.1
2021-07-16 16:46:00,84.56,54.6
2021-07-16 17:16:00,84.2,55.2
2021-07-16 17:46:00,83.66,55.8
2021-07-16 18:16:00,82.76,56.6
2021-07-16 18:46:00,82.04,57.8
2021-07-16 19:16:00,80.06,60.2
2021-07-16 19:46:00,78.26,62.4
2021-07-16 20:16:00,77.18,64
2021-07-16 20:46:00,76.28,65.3
2021-07-16 21:16:00,75.74,66.5
2021-07-16 21:46:00,75.2,67.4
2021-07-16 22:16:00,74.66,68.4
2021-07-16 22:46:00,74.48,68.7
2021-07-16 23:16:00,74.12,70.2
2021-07-16 23:46:00,73.58,70.8
2021-07-17 00:16:00,72.86,71.1
2021-07-17 00:46:00,72.32,71.7
2021-07-17 01:16:00,72.14,71.9
2021-07-17 01:46:00,71.96,72.2
2021-07-17 02:16:00,72.14,71.9
2021-07-17 02:46:00,72.14,71.6
2021-07-17 03:16:00,71.6,72.3
2021-07-17 03:46:00,71.42,72.9
2021-07-17 04:16:00,71.06,73.6
2021-07-17 04:46:00,71.42,73.5
2021-07-17 05:16:00,70.34,74.2
2021-07-17 05:46:00,69.98,75
2021-07-17 06:16:00,69.98,75.2
2021-07-17 06:46:00,70.7,75.3
2021-07-17 07:16:00,71.96,74.5
2021-07-17 07:46:00,75.92,68.2
2021-07-17 08:16:00,79.16,63.6
2021-07-17 08:46:00,80.06,60.4
2021-07-17 09:16:00,79.7,61.4
2021-07-17 09:46:00,82.94,58.3
2021-07-17 10:16:00,82.22,58.1
2021-07-17 10:46:00,82.76,57.8
2021-07-17 11:16:00,82.58,57.9
2021-07-17 11:46:00,81.32,58.9
2021-07-17 12:16:00,82.04,61.4
2021-07-17 12:46:00,85.46,57.8
2021-07-17 13:16:00,85.1,57.8
2021-07-17 13:46:00,85.1,58.5
2021-07-17 14:16:00,84.56,60
2021-07-17 14:46:00,86.36,57.7
2021-07-17 15:16:00,86.54,57
2021-07-17 15:46:00,86.36,57.6
2021-07-17 16:16:00,85.82,58
2021-07-17 16:46:00,85.82,57.7
2021-07-17 17:16:00,85.46,57.8
2021-07-17 17:46:00,85.46,57.4
2021-07-17 18:16:00,84.56,57.5
2021-07-17 18:46:00,83.12,58.8
2021-07-17 19:16:00,80.96,61.6
2021-07-17 19:46:00,79.34,64
2021-07-17 20:16:00,78.44,65.3
2021-07-17 20:46:00,77.54,66.9
2021-07-17 21:16:00,76.82,67.8
2021-07-17 21:46:00,76.28,68.6
2021-07-17 22:16:00,75.74,69.4
2021-07-17 22:46:00,75.56,70
2021-07-17 23:16:00,75.56,70.2
2021-07-17 23:46:00,75.2,70.9
2021-07-18 00:16:00,74.66,71.7
2021-07-18 00:46:00,74.3,72
2021-07-18 01:16:00,73.76,72.7
2021-07-18 01:46:00,73.4,73
2021-07-18 02:16:00,72.86,73.3
2021-07-18 02:46:00,72.68,73.8
2021-07-18 03:16:00,72.5,73.7
2021-07-18 03:46:00,71.96,74.2
2021-07-18 04:16:00,71.78,74.6
2021-07-18 04:46:00,71.42,75.3
2021-07-18 05:16:00,71.06,76.2
2021-07-18 05:46:00,71.06,77.6
2021-07-18 06:16:00,71.06,77.3
2021-07-18 06:46:00,71.78,76.4
2021-07-18 07:16:00,73.22,74.6
2021-07-18 07:46:00,75.2,71.9
2021-07-18 08:16:00,75.74,71.1
2021-07-18 08:46:00,76.1,70.7
2021-07-18 09:16:00,78.26,69.6
2021-07-18 09:46:00,82.22,63.8
2021-07-18 10:16:00,82.76,61.3
2021-07-18 10:46:00,81.14,64.2
2021-07-18 11:16:00,83.66,62
2021-07-18 11:46:00,83.48,61.1
2021-07-18 12:16:00,84.2,60.4
2021-07-18 12:46:00,83.48,60.9
2021-07-18 13:16:00,83.12,61.5
2021-07-18 13:46:00,83.3,61.5
2021-07-18 14:16:00,84.92,59.9
2021-07-18 14:46:00,85.82,57.6
2021-07-18 15:16:00,84.02,58.5
2021-07-18 15:46:00,82.76,60.3
2021-07-18 16:16:00,81.14,63.1
2021-07-18 16:46:00,81.68,61.9
2021-07-18 17:16:00,82.04,61.7
2021-07-18 17:46:00,82.4,60.8
2021-07-18 18:16:00,81.86,60.7
2021-07-18 18:46:00,80.96,61.5
2021-07-18 19:16:00,79.7,62.6
2021-07-18 19:46:00,78.62,64.4
2021-07-18 20:16:00,77.54,66.3
2021-07-18 20:46:00,76.64,67.6
2021-07-18 21:16:00,76.1,68.7
2021-07-18 21:46:00,75.56,69.8
2021-07-18 22:16:00,74.84,70.4
2021-07-18 22:46:00,74.48,71.1
2021-07-18 23:16:00,74.12,71.6
2021-07-18 23:46:00,74.3,71.7
2021-07-19 00:16:00,74.48,71.2
2021-07-19 00:46:00,74.12,71.4
2021-07-19 01:16:00,73.4,73.1
2021-07-19 01:46:00,72.86,73.7
2021-07-19 02:16:00,72.68,74
2021-07-19 02:46:00,72.5,73.7
2021-07-19 03:16:00,71.6,74.5
2021-07-19 03:46:00,71.24,74.9
2021-07-19 04:16:00,71.06,76.6
2021-07-19 04:46:00,71.06,76.2
2021-07-19 05:16:00,70.88,76.7
2021-07-19 05:46:00,71.24,76.5
2021-07-19 06:16:00,71.24,76.4
2021-07-19 06:46:00,71.78,75.9
2021-07-19 07:16:00,72.32,75
2021-07-19 07:46:00,73.22,75
2021-07-19 08:16:00,73.94,74.9
2021-07-19 08:46:00,75.38,74.7
2021-07-19 09:16:00,77.36,71.6
2021-07-19 09:46:00,77.72,71.6
2021-07-19 10:16:00,80.6,67.7
2021-07-19 10:46:00,81.32,63.6
2021-07-19 11:16:00,80.6,65.3
2021-07-19 11:46:00,80.78,64.7
2021-07-19 12:16:00,81.14,63.7
2021-07-19 12:46:00,83.3,60.2
